vote-scope.com/federal,https://vote-scope.com/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/lame-duck,https://vote-scope.com/en/us/indexes/lame-duck,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/,https://vote-scope.com/en/,302,FALSE,FALSE,FALSE,FALSE
vote-scope.com/index.html,https://vote-scope.com/en/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/usa/lame-duck,https://vote-scope.com/en/us/indexes/lame-duck,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/fr/usa/canard-boiteux,https://vote-scope.com/fr/us/indexes/lame-duck,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/ca1-special,https://vote-scope.com/en/us/specials/ca1/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/ca1-special.html,https://vote-scope.com/en/us/specials/ca1/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/us/ca1-special,https://vote-scope.com/en/us/specials/ca1/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/us/ca1-special.html,https://vote-scope.com/en/us/specials/ca1/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/usa-hub.html,https://vote-scope.com/en/us/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/canada-hub.html,https://vote-scope.com/en/canada/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/sports/,https://vote-scope.com/en/sports/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/sports/nhl/,https://vote-scope.com/en/sports/nhl/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/sports/worldcup2026/,https://vote-scope.com/en/sports/wc2026/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/sports/worldcup2026,https://vote-scope.com/en/sports/wc2026/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/track-record.html,https://vote-scope.com/en/track-record/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/track-record,https://vote-scope.com/en/track-record/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/es/canada,https://vote-scope.com/en/canada,302,FALSE,FALSE,FALSE,FALSE
vote-scope.com/es/canada/,https://vote-scope.com/en/canada/,302,FALSE,FALSE,FALSE,FALSE
vote-scope.com/es/indexes,https://vote-scope.com/en/indexes,302,FALSE,FALSE,FALSE,FALSE
vote-scope.com/es/indexes/,https://vote-scope.com/en/indexes/,302,FALSE,FALSE,FALSE,FALSE
vote-scope.com/es/methodology,https://vote-scope.com/en/methodology,302,FALSE,FALSE,FALSE,FALSE
vote-scope.com/es/methodology/,https://vote-scope.com/en/methodology/,302,FALSE,FALSE,FALSE,FALSE
vote-scope.com/es/track-record,https://vote-scope.com/en/track-record/,302,FALSE,FALSE,FALSE,FALSE
vote-scope.com/es/track-record/,https://vote-scope.com/en/track-record/,302,FALSE,FALSE,FALSE,FALSE
vote-scope.com/es/privacy,https://vote-scope.com/en/privacy,302,FALSE,FALSE,FALSE,FALSE
vote-scope.com/es/privacy/,https://vote-scope.com/en/privacy/,302,FALSE,FALSE,FALSE,FALSE
vote-scope.com/france-presidentielle.html,https://vote-scope.com/en/france/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/france-hub.html,https://vote-scope.com/en/france/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/canada.html,https://vote-scope.com/en/canada/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/quebec.html,https://vote-scope.com/en/canada/quebec/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/ontario.html,https://vote-scope.com/en/canada/ontario/,301,FALSE,FALSE,FALSE,FALSE
vote-scope.com/uk.html,https://vote-scope.com/en/uk/,301,FALSE,FALSE,FALSE,FALSE
